season,matchId,homeTeam,awayTeam,homeFT,awayFT,homeHT,awayHT,attend,Column10
8,A1A0105,Brno,Příbram,2, 1 ,0,1,11200,
8,A1A0106,Bohemians,Opava,2, 0 ,0,0,2935,
8,A1A0107,Synot,Liberec,0, 2 ,0,1,2390,
8,A1A0108,Blšany,Sparta,3, 0 ,3,0,4700,
8,A1A0201,H. Králové,Sparta,0, 5 ,0,1,11827,
8,A1A0202,Liberec,Blšany,2, 0 ,1,0,4198,
8,A1A0203,Opava,Synot,1, 2 ,0,1,10114,
8,A1A0204,Příbram,Bohemians,1, 5 ,0,3,7280,
8,A1A0205,Olomouc,Brno,0, 0 ,0,0,11426,
8,A1A0206,Žižkov,Teplice,3, 0 ,1,0,5123,
8,A1A0207,Drnovice,Ostrava,1, 2 ,1,0,4481,
8,A1A0208,Jablonec,Slavia,3, 1 ,2,0,5520,
8,A1A0301,Slavia,H. Králové,4, 0 ,3,0,2594,
8,A1A0302,Ostrava,Jablonec,3, 0 ,3,0,12244,
8,A1A0303,Teplice,Drnovice,0, 2 ,0,0,7241,
8,A1A0304,Brno,Žižkov,1, 3 ,1,2,16300,
8,A1A0305,Bohemians,Olomouc,2, 0 ,2,0,5198,
8,A1A0306,Synot,Příbram,2, 0 ,0,0,3137,
8,A1A0307,Blšany,Opava,4, 2 ,3,0,2150,
8,A1A0308,Sparta,Liberec,1, 2 ,0,1,5662,
8,A1A0401,H. Králové,Liberec,2, 0 ,0,0,4476,
8,A1A0402,Opava,Sparta,1, 2 ,1,2,13814,
8,A1A0403,Příbram,Blšany,3, 1 ,1,1,5182,
8,A1A0404,Olomouc,Synot,1, 1 ,1,0,7049,
8,A1A0405,Žižkov,Bohemians,2, 0 ,1,0,7856,
8,A1A0406,Drnovice,Brno,1, 0 ,1,0,5869,
8,A1A0407,Jablonec,Teplice,0, 0 ,0,0,4110,
8,A1A0408,Slavia,Ostrava,3, 2 ,1,0,4726,
8,A1A0501,Ostrava,H. Králové,1, 0 ,1,0,13126,
8,A1A0502,Teplice,Slavia,1, 2 ,1,0,5687,
8,A1A0503,Brno,Jablonec,2, 0 ,0,0,8900,
8,A1A0504,Bohemians,Drnovice,1, 0 ,0,0,5100,
8,A1A0505,Synot,Žižkov,0, 1 ,0,1,2792,
8,A1A0506,Blšany,Olomouc,3, 1 ,1,1,2238,
8,A1A0507,Sparta,Příbram,1, 0 ,1,0,8580,
8,A1A0508,Liberec,Opava,1, 1 ,0,0,4770,
8,A1A0601,H. Králové,Opava,2, 0 ,1,0,3581,
8,A1A0602,Příbram,Liberec,1, 1 ,1,1,4200,
8,A1A0603,Olomouc,Sparta,0, 3 ,0,1,8158,
8,A1A0604,Žižkov,Blšany,2, 2 ,0,0,2423,
8,A1A0605,Drnovice,Synot,1, 1 ,0,1,3856,
8,A1A0606,Jablonec,Bohemians,0, 0 ,0,0,3470,
8,A1A0607,Slavia,Brno,1, 1 ,1,1,3118,
8,A1A0608,Ostrava,Teplice,0, 2 ,0,2,8551,
8,A1A0701,Teplice,H. Králové,4, 3 ,3,2,5512,
8,A1A0702,Brno,Ostrava,1, 1 ,1,0,5400,
8,A1A0703,Bohemians,Slavia,1, 0 ,0,0,8500,
8,A1A0704,Synot,Jablonec,0, 0 ,0,0,1753,
8,A1A0705,Blšany,Drnovice,1, 3 ,1,1,2133,
8,A1A0706,Sparta,Žižkov,2, 0 ,2,0,6810,
8,A1A0707,Liberec,Olomouc,3, 3 ,2,1,3637,
8,A1A0708,Opava,Příbram,1, 2 ,0,1,6242,
8,A1A0801,H. Králové,Příbram,1, 0 ,1,0,4600,
8,A1A0802,Olomouc,Opava,3, 1 ,3,0,5065,
8,A1A0803,Žižkov,Liberec,2, 0 ,2,0,2460,
8,A1A0804,Drnovice,Sparta,0, 2 ,0,0,3148,
8,A1A0805,Jablonec,Blšany,1, 0 ,0,0,3780,
8,A1A0806,Slavia,Synot,0, 1 ,0,0,2514,
8,A1A0807,Ostrava,Bohemians,1, 1 ,0,0,10106,
8,A1A0808,Teplice,Brno,2, 2 ,0,1,4412,
8,A1A0901,Brno,H. Králové,2, 1 ,1,0,8920,
8,A1A0902,Bohemians,Teplice,1, 0 ,0,0,3500,
8,A1A0903,Synot,Ostrava,0, 4 ,0,3,3245,
8,A1A0904,Blšany,Slavia,1, 2 ,0,1,3115,
8,A1A0905,Sparta,Jablonec,1, 0 ,0,0,6113,
8,A1A0906,Liberec,Drnovice,1, 1 ,1,1,4372,
8,A1A0907,Opava,Žižkov,0, 1 ,0,0,5095,
8,A1A0908,Příbram,Olomouc,1, 1 ,1,0,4280,
8,A1A1001,H. Králové,Olomouc,1, 0 ,1,0,4437,
8,A1A1002,Žižkov,Příbram,2, 0 ,1,0,3852,
8,A1A1003,Drnovice,Opava,3, 0 ,1,0,3563,
8,A1A1004,Jablonec,Liberec,0, 3 ,0,1,7820,
8,A1A1005,Slavia,Sparta,0, 1 ,0,0,10123,
8,A1A1006,Ostrava,Blšany,3, 1 ,1,0,10251,
8,A1A1007,Teplice,Synot,1, 1 ,0,1,5825,
8,A1A1008,Brno,Bohemians,0, 3 ,0,1,9200,
8,A1A1101,Bohemians,H. Králové,2, 2 ,1,1,5135,
8,A1A1102,Synot,Brno,1, 2 ,1,0,2683,
8,A1A1103,Blšany,Teplice,1, 3 ,0,2,2745,
8,A1A1104,Sparta,Ostrava,4, 0 ,1,0,8834,
8,A1A1105,Liberec,Slavia,2, 0 ,1,0,5329,
8,A1A1106,Opava,Jablonec,1, 0 ,1,0,4082,
8,A1A1107,Příbram,Drnovice,1, 0 ,0,0,3252,
8,A1A1108,Olomouc,Žižkov,0, 2 ,0,0,4237,
8,A1A1201,H. Králové,Žižkov,1, 2 ,1,0,4683,
8,A1A1202,Drnovice,Olomouc,0, 1 ,0,0,3712,
8,A1A1203,Jablonec,Příbram,1, 0 ,0,0,2435,
8,A1A1204,Slavia,Opava,5, 2 ,2,1,1906,
8,A1A1205,Ostrava,Liberec,0, 0 ,0,0,8839,
8,A1A1206,Teplice,Sparta,0, 1 ,0,1,7884,
8,A1A1207,Brno,Blšany,2, 1 ,1,0,6200,
8,A1A1208,Bohemians,Synot,2, 1 ,1,1,4853,
8,A1A1301,Synot,H. Králové,2, 0 ,1,0,1837,
8,A1A1302,Blšany,Bohemians,0, 2 ,0,2,3050,
8,A1A1303,Sparta,Brno,6, 0 ,4,0,7830,
8,A1A1304,Liberec,Teplice,4, 1 ,1,0,4737,
8,A1A1305,Opava,Ostrava,0, 2 ,0,2,8777,
8,A1A1306,Příbram,Slavia,2, 3 ,2,2,6926,
8,A1A1307,Olomouc,Jablonec,0, 0 ,0,0,3776,
8,A1A1308,Žižkov,Drnovice,3, 2 ,0,1,3483,
8,A1A1401,H. Králové,Drnovice,1, 0 ,1,0,3123,
8,A1A1402,Jablonec,Žižkov,1, 0 ,0,0,3120,
8,A1A1403,Slavia,Olomouc,0, 0 ,0,0,2588,
8,A1A1404,Ostrava,Příbram,1, 1 ,0,1,7096,
8,A1A1405,Teplice,Opava,1, 0 ,0,0,4052,
8,A1A1406,Brno,Liberec,0, 3 ,0,2,4100,
8,A1A1407,Bohemians,Sparta,2, 1 ,0,1,10275,
8,A1A1408,Synot,Blšany,0, 1 ,0,1,2279,
8,A1A1501,Blšany,H. Králové,0, 2 ,0,1,2115,
8,A1A1502,Sparta,Synot,3, 1 ,1,0,4511,
8,A1A1503,Liberec,Bohemians,3, 2 ,1,0,5569,
8,A1A1504,Opava,Brno,2, 1 ,1,0,3835,
8,A1A1505,Příbram,Teplice,1, 0 ,1,0,3222,
8,A1A1506,Olomouc,Ostrava,2, 1 ,2,1,4263,
8,A1A1507,Žižkov,Slavia,1, 0 ,0,0,6531,
8,A1A1508,Drnovice,Jablonec,1, 1 ,0,0,2566,
8,A1A1601,H. Králové,Jablonec,2, 2 ,1,1,3186,
8,A1A1602,Drnovice,Slavia,2, 2 ,0,0,2249,
8,A1A1603,Žižkov,Ostrava,1, 0 ,0,0,4583,
8,A1A1604,Olomouc,Teplice,0, 2 ,0,0,4811,
8,A1A1605,Příbram,Brno,1, 2 ,0,1,2095,
8,A1A1606,Opava,Bohemians,0, 1 ,0,1,4623,
8,A1A1607,Liberec,Synot,4, 1 ,2,1,4156,
8,A1A1608,Sparta,Blšany,4, 0 ,1,0,3774,
8,A1A1701,Sparta,H. Králové,2, 0 ,2,0,6101,
8,A1A1702,Blšany,Liberec,1, 2 ,0,1,2320,
8,A1A1703,Synot,Opava,1, 0 ,1,0,2427,
8,A1A1704,Bohemians,Příbram,2, 0 ,1,0,4750,
8,A1A1705,Brno,Olomouc,2, 1 ,1,0,3896,
8,A1A1706,Teplice,Žižkov,1, 3 ,1,2,3636,
8,A1A1707,Ostrava,Drnovice,1, 0 ,0,0,4739,
8,A1A1708,Slavia,Jablonec,2, 2 ,1,1,3520,
8,A1A1801,H. Králové,Slavia,0, 0 ,0,0,6529,
8,A1A1802,Jablonec,Ostrava,2, 2 ,1,0,4220,
8,A1A1803,Drnovice,Teplice,1, 1 ,0,0,2306,
8,A1A1804,Žižkov,Brno,2, 1 ,0,0,3683,
8,A1A1805,Olomouc,Bohemians,1, 1 ,0,0,6103,
8,A1A1806,Příbram,Synot,1, 0 ,1,0,4285,
8,A1A1807,Opava,Blšany,0, 2 ,0,2,4694,
8,A1A1808,Liberec,Sparta,1, 0 ,0,0,6321,
8,A1A1901,Liberec,H. Králové,2, 0 ,2,0,4363,
8,A1A1902,Sparta,Opava,4, 1 ,2,0,3115,
8,A1A1903,Blšany,Příbram,0, 1 ,0,1,2038,
8,A1A1904,Synot,Olomouc,2, 1 ,2,0,2942,
8,A1A1905,Bohemians,Žižkov,1, 1 ,0,1,3038,
8,A1A1906,Brno,Drnovice,2, 1 ,0,1,4650,
8,A1A1907,Teplice,Jablonec,0, 0 ,0,0,4132,
8,A1A1908,Ostrava,Slavia,0, 0 ,0,0,6819,
8,A1A2001,H. Králové,Ostrava,1, 3 ,0,2,3328,
8,A1A2002,Slavia,Teplice,3, 0 ,1,0,1665,
8,A1A2003,Jablonec,Brno,0, 2 ,0,0,2910,
8,A1A2004,Drnovice,Bohemians,2, 0 ,0,0,2870,
8,A1A2005,Žižkov,Synot,1, 0 ,1,0,2938,
8,A1A2006,Olomouc,Blšany,3, 1 ,2,1,4611,
8,A1A2007,Příbram,Sparta,0, 0 ,0,0,9800,
8,A1A2008,Opava,Liberec,1, 2 ,1,0,4123,
8,A1A2101,Opava,H. Králové,0, 0 ,0,0,3799,
8,A1A2102,Liberec,Příbram,2, 0 ,1,0,5199,
8,A1A2103,Sparta,Olomouc,1, 0 ,0,0,5135,
8,A1A2104,Blšany,Žižkov,0, 0 ,0,0,3451,
8,A1A2105,Synot,Drnovice,3, 1 ,1,1,3185,
8,A1A2106,Bohemians,Jablonec,1, 2 ,1,0,3332,
8,A1A2107,Brno,Slavia,0, 0 ,0,0,4422,
8,A1A2108,Teplice,Ostrava,4, 0 ,3,0,4054,
8,A1A2201,H. Králové,Teplice,3, 0 ,2,0,3756,
8,A1A2202,Ostrava,Brno,1, 1 ,0,0,8650,
8,A1A2203,Slavia,Bohemians,2, 2 ,2,1,2509,
8,A1A2204,Jablonec,Synot,1, 2 ,0,0,3410,
8,A1A2205,Drnovice,Blšany,2, 0 ,2,0,2731,
8,A1A2206,Žižkov,Sparta,1, 1 ,1,1,7200,
8,A1A2207,Olomouc,Liberec,0, 0 ,0,0,6760,
8,A1A2208,Příbram,Opava,2, 0 ,0,0,3582,
8,A1A2301,Příbram,H. Králové,0, 0 ,0,0,2185,
8,A1A2302,Opava,Olomouc,1, 1 ,0,1,2502,
8,A1A2303,Liberec,Žižkov,1, 0 ,0,0,4293,
8,A1A2304,Sparta,Drnovice,3, 0 ,1,0,3688,
8,A1A2305,Blšany,Jablonec,1, 1 ,1,0,1985,
8,A1A2306,Synot,Slavia,1, 3 ,1,1,3289,
8,A1A2307,Bohemians,Ostrava,0, 4 ,0,1,2320,
8,A1A2308,Brno,Teplice,2, 1 ,1,0,3420,
8,A1A2401,H. Králové,Brno,0, 0 ,0,0,4096,
8,A1A2402,Teplice,Bohemians,3, 2 ,1,1,6024,
8,A1A2403,Ostrava,Synot,1, 1 ,1,0,7328,
8,A1A2404,Slavia,Blšany,3, 1 ,1,1,2694,
8,A1A2405,Jablonec,Sparta,2, 0 ,2,0,5260,
8,A1A2406,Drnovice,Liberec,1, 3 ,0,2,3187,
8,A1A2407,Žižkov,Opava,2, 0 ,1,0,1734,
8,A1A2408,Olomouc,Příbram,1, 2 ,0,1,4475,
8,A1A2501,Olomouc,H. Králové,3, 0 ,2,0,4213,
8,A1A2502,Příbram,Žižkov,1, 1 ,1,1,6252,
8,A1A2503,Opava,Drnovice,3, 1 ,1,0,2220,
8,A1A2504,Liberec,Jablonec,3, 0 ,2,0,5737,
8,A1A2505,Sparta,Slavia,1, 1 ,1,0,12686,
8,A1A2506,Blšany,Ostrava,3, 1 ,2,0,2438,
8,A1A2507,Synot,Teplice,2, 0 ,0,0,2389,
8,A1A2508,Bohemians,Brno,1, 0 ,0,0,3240,
8,A1A2601,H. Králové,Bohemians,2, 0 ,2,0,3503,
8,A1A2602,Brno,Synot,0, 0 ,0,0,3100,
8,A1A2603,Teplice,Blšany,2, 1 ,0,1,4021,
8,A1A2604,Ostrava,Sparta,1, 0 ,0,0,5490,
8,A1A2605,Slavia,Liberec,1, 3 ,0,0,6270,
8,A1A2606,Jablonec,Opava,5, 0 ,4,0,3050,
8,A1A2607,Drnovice,Příbram,0, 1 ,0,1,1832,
8,A1A2608,Žižkov,Olomouc,1, 0 ,0,0,2435,
8,A1A2701,Žižkov,H. Králové,0, 0 ,0,0,2002,
8,A1A2702,Olomouc,Drnovice,3, 0 ,2,0,4619,
8,A1A2703,Příbram,Jablonec,2, 3 ,0,1,3862,
8,A1A2704,Opava,Slavia,1, 2 ,0,2,3428,
8,A1A2705,Liberec,Ostrava,1, 0 ,0,0,6141,
8,A1A2706,Sparta,Teplice,2, 3 ,2,2,4692,
8,A1A2707,Blšany,Brno,2, 2 ,0,2,2750,
8,A1A2708,Synot,Bohemians,3, 1 ,2,0,2638,
8,A1A2801,H. Králové,Synot,2, 1 ,2,0,3324,
8,A1A2802,Bohemians,Blšany,0, 1 ,0,0,2837,
8,A1A2803,Brno,Sparta,0, 1 ,0,0,6225,
8,A1A2804,Teplice,Liberec,2, 0 ,0,0,4683,
8,A1A2805,Ostrava,Opava,1, 2 ,1,1,5214,
8,A1A2806,Slavia,Příbram,0, 0 ,0,0,2553,
8,A1A2807,Jablonec,Olomouc,0, 1 ,0,1,2790,
8,A1A2808,Drnovice,Žižkov,1, 2 ,1,2,2395,
8,A1A2901,Drnovice,H. Králové,1, 0 ,1,0,1856,
8,A1A2902,Žižkov,Jablonec,2, 1 ,0,1,1527,
8,A1A2903,Olomouc,Slavia,0, 0 ,0,0,4830,
8,A1A2904,Příbram,Ostrava,2, 5 ,1,3,2180,
8,A1A2905,Opava,Teplice,0, 2 ,0,0,2283,
8,A1A2906,Liberec,Brno,3, 3 ,1,2,7927,
8,A1A2907,Sparta,Bohemians,2, 0 ,1,0,3713,
8,A1A2908,Blšany,Synot,2, 1 ,2,0,2733,
8,A1A3001,H. Králové,Blšany,1, 1 ,0,0,3068,
8,A1A3002,Synot,Sparta,0, 1 ,0,1,3528,
8,A1A3003,Bohemians,Liberec,2, 1 ,2,1,9321,
8,A1A3004,Brno,Opava,1, 2 ,1,1,1957,
8,A1A3005,Teplice,Příbram,1, 0 ,0,0,2829,
8,A1A3006,Ostrava,Olomouc,0, 1 ,0,0,3893,
8,A1A3007,Slavia,Žižkov,1, 0 ,0,0,3825,
8,A1A3008,Jablonec,Drnovice,2, 0 ,2,0,2110,
9,A1A0101,Jablonec,Synot,2, 1 ,0,0,3050,
9,A1A0102,Blšany,Žižkov,1, 1 ,1,1,3078,
9,A1A0103,H. Králové,Slavia,1, 1 ,1,1,5230,
9,A1A0104,Zlín,Ostrava,1, 1 ,1,1,7500,
9,A1A0105,Příbram,Brno,0, 0 ,0,0,4180,
9,A1A0106,Olomouc,Liberec,0, 0 ,0,0,5361,
9,A1A0107,Bohemians,Č. Budějovice,2, 3 ,0,1,4177,
9,A1A0108,Sparta,Teplice,1, 0 ,0,0,14803,
9,A1A0201,Jablonec,Příbram,1, 0 ,0,0,4320,
9,A1A0202,Blšany,H. Králové,1, 0 ,1,0,2583,
9,A1A0203,Č.Budějovice,Sparta,1, 3 ,0,2,6802,
9,A1A0204,Synot,Olomouc,1, 1 ,1,0,2753,
9,A1A0205,Brno,Liberec,0, 1 ,0,0,4816,
9,A1A0206,Ostrava,Teplice,5, 1 ,0,0,7572,
9,A1A0207,Slavia,Bohemians,4, 1 ,1,1,3709,
9,A1A0208,Žižkov,Zlín,1, 0 ,0,0,3228,
9,A1A0301,H. Králové,Žižkov,2, 3 ,1,2,5011,
9,A1A0302,Zlín,Jablonec,1, 1 ,0,0,5920,
9,A1A0303,Příbram,Slavia,2, 1 ,1,1,6930,
9,A1A0304,Olomouc,Blšany,1, 0 ,0,0,5344,
9,A1A0305,Bohemians,Brno,2, 3 ,0,0,2938,
9,A1A0306,Sparta,Ostrava,3, 0 ,2,0,8782,
9,A1A0307,Liberec,Synot,2, 0 ,1,0,7500,
9,A1A0308,Teplice,Č. Budějovice,2, 1 ,0,1,5052,
9,A1A0401,Jablonec,Žižkov,2, 1 ,1,0,4120,
9,A1A0402,Zlín,H. Králové,1, 1 ,1,1,2856,
9,A1A0403,Příbram,Blšany,1, 2 ,0,1,5228,
9,A1A0404,Olomouc,Brno,1, 2 ,0,1,5746,
9,A1A0405,Bohemians,Liberec,0, 1 ,0,1,2830,
9,A1A0406,Sparta,Synot,3, 0 ,3,0,4044,
9,A1A0407,Teplice,Slavia,1, 3 ,0,1,4421,
9,A1A0408,Č.Budějovice,Ostrava,2, 1 ,2,1,2786,
9,A1A0501,Blšany,Jablonec,0, 0 ,0,0,2715,
9,A1A0502,H. Králové,Bohemians,1, 1 ,0,0,5123,
9,A1A0503,Liberec,Teplice,2, 1 ,0,0,5508,
9,A1A0504,Synot,Č. Budějovice,2, 0 ,2,0,2050,
9,A1A0505,Brno,Sparta,1, 2 ,1,2,5493,
9,A1A0506,Ostrava,Příbram,1, 0 ,0,0,3580,
9,A1A0507,Slavia,Zlín,5, 1 ,3,0,2699,
9,A1A0508,Žižkov,Olomouc,2, 2 ,0,1,1233,
9,A1A0601,Jablonec,Liberec,3, 3 ,2,3,6550,
9,A1A0602,Příbram,Zlín,2, 1 ,0,0,3272,
9,A1A0603,Olomouc,H. Králové,1, 1 ,0,0,4260,
9,A1A0604,Bohemians,Ostrava,2, 1 ,1,0,3272,
9,A1A0605,Sparta,Blšany,1, 1 ,0,1,4528,
9,A1A0606,Teplice,Žižkov,2, 1 ,0,1,3822,
9,A1A0607,Č.Budějovice,Slavia,1, 3 ,0,0,3855,
9,A1A0608,Synot,Brno,3, 2 ,2,1,2700,
9,A1A0701,Blšany,Bohemians,1, 3 ,1,1,2933,
9,A1A0702,H. Králové,Jablonec,0, 0 ,0,0,3498,
9,A1A0703,Zlín,Olomouc,2, 1 ,2,1,3248,
9,A1A0704,Liberec,Č. Budějovice,5, 1 ,3,0,4600,
9,A1A0705,Brno,Teplice,1, 2 ,0,0,2795,
9,A1A0706,Ostrava,Synot,1, 0 ,0,0,3844,
9,A1A0707,Slavia,Sparta,0, 0 ,0,0,8421,
9,A1A0708,Žižkov,Příbram,0, 0 ,0,0,4158,
9,A1A0801,Olomouc,Jablonec,3, 0 ,2,0,3480,
9,A1A0802,Bohemians,Zlín,1, 1 ,1,0,3972,
9,A1A0803,Sparta,Příbram,0, 0 ,0,0,2878,
9,A1A0804,Liberec,Ostrava,0, 2 ,0,1,6100,
9,A1A0805,Teplice,H. Králové,2, 0 ,1,0,5082,
9,A1A0806,Č.Budějovice,Žižkov,0, 1 ,0,0,4178,
9,A1A0807,Synot,Slavia,0, 0 ,0,0,3483,
9,A1A0808,Brno,Blšany,1, 0 ,1,0,2765,
9,A1A0901,Jablonec,Bohemians,3, 1 ,1,0,3045,
9,A1A0902,Blšany,Č. Budějovice,2, 0 ,0,0,2415,
9,A1A0903,H. Králové,Sparta,0, 2 ,0,2,6590,
9,A1A0904,Zlín,Teplice,1, 0 ,1,0,3413,
9,A1A0905,Příbram,Olomouc,1, 0 ,1,0,2933,
9,A1A0906,Ostrava,Brno,2, 1 ,1,0,4176,
9,A1A0907,Slavia,Liberec,1, 0 ,0,0,3209,
9,A1A0908,Žižkov,Synot,2, 0 ,1,0,1524,
9,A1A1001,Bohemians,Olomouc,0, 0 ,0,0,3122,
9,A1A1002,Sparta,Žižkov,2, 0 ,1,0,6475,
9,A1A1003,Liberec,Blšany,3, 1 ,1,1,4600,
9,A1A1004,Teplice,Příbram,2, 0 ,2,0,4284,
9,A1A1005,Č.Budějovice,Jablonec,4, 1 ,2,1,3886,
9,A1A1006,Synot,Zlín,3, 1 ,2,0,3526,
9,A1A1007,Brno,H. Králové,0, 0 ,0,0,2447,
9,A1A1008,Ostrava,Slavia,1, 1 ,1,0,4606,
9,A1A1101,Jablonec,Sparta,0, 2 ,0,2,3850,
9,A1A1102,Blšany,Ostrava,1, 0 ,1,0,2180,
9,A1A1103,H. Králové,Synot,1, 1 ,1,0,2819,
9,A1A1104,Zlín,Č. Budějovice,1, 2 ,0,1,3384,
9,A1A1105,Příbram,Bohemians,4, 1 ,1,0,1280,
9,A1A1106,Olomouc,Teplice,0, 1 ,0,1,3674,
9,A1A1107,Slavia,Brno,2, 0 ,0,0,3192,
9,A1A1108,Žižkov,Liberec,4, 0 ,1,0,2463,
9,A1A1201,Sparta,Bohemians,3, 0 ,2,0,2577,
9,A1A1202,Liberec,Zlín,2, 0 ,1,0,4501,
9,A1A1203,Teplice,Jablonec,3, 0 ,1,0,5029,
9,A1A1204,Č.Budějovice,Olomouc,3, 1 ,1,0,3387,
9,A1A1205,Synot,Příbram,1, 0 ,0,0,1872,
9,A1A1206,Brno,Žižkov,4, 1 ,1,0,1474,
9,A1A1207,Ostrava,H. Králové,4, 0 ,2,0,2960,
9,A1A1208,Slavia,Blšany,2, 0 ,1,0,2309,
9,A1A1301,Jablonec,Ostrava,2, 2 ,1,2,2610,
9,A1A1302,Blšany,Synot,1, 2 ,0,1,2385,
9,A1A1303,H. Králové,Liberec,3, 2 ,2,0,2800,
9,A1A1304,Zlín,Brno,2, 1 ,1,1,3898,
9,A1A1305,Příbram,Č. Budějovice,2, 0 ,0,0,3285,
9,A1A1306,Olomouc,Sparta,0, 2 ,0,0,7400,
9,A1A1307,Bohemians,Teplice,2, 3 ,1,1,1722,
9,A1A1308,Žižkov,Slavia,0, 4 ,0,2,4848,
9,A1A1401,Sparta,Zlín,0, 1 ,0,0,2596,
9,A1A1402,Liberec,Příbram,2, 0 ,1,0,5170,
9,A1A1403,Teplice,Blšany,1, 0 ,1,0,4352,
9,A1A1404,Č.Budějovice,H. Králové,2, 1 ,2,0,3825,
9,A1A1405,Synot,Bohemians,3, 1 ,1,0,2739,
9,A1A1406,Brno,Jablonec,1, 0 ,1,0,1247,
9,A1A1407,Ostrava,Žižkov,0, 1 ,0,1,5767,
9,A1A1408,Slavia,Olomouc,1, 0 ,0,0,3757,
9,A1A1501,Blšany,Zlín,2, 1 ,1,0,1817,
9,A1A1502,H. Králové,Příbram,2, 2 ,2,2,3010,
9,A1A1503,Liberec,Sparta,1, 2 ,1,1,5960,
9,A1A1504,Synot,Teplice,1, 1 ,1,1,3513,
9,A1A1505,Brno,Č. Budějovice,0, 0 ,0,0,3256,
9,A1A1506,Ostrava,Olomouc,2, 1 ,1,1,7714,
9,A1A1507,Slavia,Jablonec,1, 1 ,1,1,2007,
9,A1A1508,Žižkov,Bohemians,3, 2 ,0,0,3723,
9,A1A1601,Synot,Jablonec,1, 0 ,1,0,2386,
9,A1A1602,Žižkov,Blšany,1, 0 ,1,0,2427,
9,A1A1603,Slavia,H. Králové,4, 0 ,2,0,2624,
9,A1A1604,Ostrava,Zlín,2, 2 ,1,0,2918,
9,A1A1605,Brno,Příbram,1, 1 ,0,0,2328,
9,A1A1606,Liberec,Olomouc,2, 1 ,1,0,5250,
9,A1A1607,Č.Budějovice,Bohemians,3, 3 ,1,1,3250,
9,A1A1608,Teplice,Sparta,1, 0 ,0,0,7113,
9,A1A1701,Příbram,Jablonec,1, 1 ,0,0,3237,
9,A1A1702,H. Králové,Blšany,1, 3 ,0,1,3516,
9,A1A1703,Sparta,Č. Budějovice,1, 0 ,1,0,3012,
9,A1A1704,Olomouc,Synot,2, 1 ,0,0,5327,
9,A1A1705,Liberec,Brno,1, 0 ,0,0,4860,
9,A1A1706,Teplice,Ostrava,0, 1 ,0,0,6928,
9,A1A1707,Bohemians,Slavia,1, 1 ,0,1,8350,
9,A1A1708,Zlín,Žižkov,0, 2 ,0,1,4768,
9,A1A1801,Žižkov,H. Králové,1, 1 ,0,1,2623,
9,A1A1802,Jablonec,Zlín,2, 2 ,1,1,3320,
9,A1A1803,Slavia,Příbram,3, 1 ,1,1,2085,
9,A1A1804,Blšany,Olomouc,1, 2 ,0,0,2010,
9,A1A1805,Brno,Bohemians,1, 1 ,1,1,4056,
9,A1A1806,Ostrava,Sparta,3, 2 ,1,1,17200,
9,A1A1807,Synot,Liberec,3, 1 ,1,0,3400,
9,A1A1808,Č.Budějovice,Teplice,0, 0 ,0,0,3326,
9,A1A1901,Zlín,Blšany,1, 0 ,0,0,3050,
9,A1A1902,Příbram,H. Králové,5, 0 ,2,0,3262,
9,A1A1903,Sparta,Liberec,5, 0 ,3,0,4020,
9,A1A1904,Teplice,Synot,0, 0 ,0,0,5212,
9,A1A1905,Č.Budějovice,Brno,2, 1 ,1,1,3197,
9,A1A1906,Olomouc,Ostrava,1, 0 ,0,0,5158,
9,A1A1907,Jablonec,Slavia,1, 1 ,0,0,6032,
9,A1A1908,Bohemians,Žižkov,3, 2 ,1,0,5831,
9,A1A2001,Žižkov,Jablonec,2, 1 ,1,0,2526,
9,A1A2002,H. Králové,Zlín,1, 1 ,0,0,3235,
9,A1A2003,Blšany,Příbram,4, 3 ,3,1,3033,
9,A1A2004,Brno,Olomouc,0, 0 ,0,0,8050,
9,A1A2005,Liberec,Bohemians,2, 0 ,2,0,4900,
9,A1A2006,Synot,Sparta,0, 1 ,0,0,6066,
9,A1A2007,Slavia,Teplice,3, 1 ,1,0,2517,
9,A1A2008,Ostrava,Č. Budějovice,1, 0 ,0,0,5251,
9,A1A2101,Jablonec,Blšany,2, 1 ,2,0,4165,
9,A1A2102,Bohemians,H. Králové,3, 1 ,1,1,4650,
9,A1A2103,Teplice,Liberec,2, 1 ,1,0,4052,
9,A1A2104,Č.Budějovice,Synot,2, 1 ,2,1,3125,
9,A1A2105,Sparta,Brno,1, 0 ,0,0,5386,
9,A1A2106,Příbram,Ostrava,2, 1 ,1,1,6282,
9,A1A2107,Zlín,Slavia,1, 1 ,1,1,3214,
9,A1A2108,Olomouc,Žižkov,0, 0 ,0,0,6045,
9,A1A2201,Liberec,Jablonec,2, 0 ,1,0,5100,
9,A1A2202,Zlín,Příbram,1, 0 ,0,0,2415,
9,A1A2203,H. Králové,Olomouc,2, 1 ,2,0,1360,
9,A1A2204,Ostrava,Bohemians,2, 0 ,0,0,3392,
9,A1A2205,Blšany,Sparta,1, 2 ,1,0,3533,
9,A1A2206,Žižkov,Teplice,2, 0 ,0,0,1332,
9,A1A2207,Slavia,Č. Budějovice,6, 1 ,2,0,1544,
9,A1A2208,Brno,Synot,4, 1 ,3,1,2550,
9,A1A2301,Bohemians,Blšany,0, 0 ,0,0,4115,
9,A1A2302,Jablonec,H. Králové,0, 0 ,0,0,3610,
