season,matchId,homeTeam,awayTeam,homeFT,awayFT,homeHT,awayHT,attend,Column10
6,A1A1005,Teplice,Liberec,1, 0 ,0,0,6831,
6,A1A1006,Sparta,H. Králové,3, 1 ,2,0,2559,
6,A1A1007,Č.Budějovice,Ostrava,2, 2 ,1,1,5604,
6,A1A1008,Brno,Bohemians,1, 1 ,1,0,7500,
6,A1A1101,Bohemians,Příbram,2, 0 ,2,0,5152,
6,A1A1102,Ostrava,Brno,1, 0 ,1,0,2755,
6,A1A1103,H. Králové,Č. Budějovice,1, 0 ,0,0,3672,
6,A1A1104,Liberec,Sparta,1, 2 ,0,1,4335,
6,A1A1105,Blšany,Teplice,0, 2 ,0,1,4292,
6,A1A1106,Slavia,Jablonec,4, 0 ,2,0,5440,
6,A1A1107,Olomouc,Opava,2, 1 ,1,1,6191,
6,A1A1108,Drnovice,Žižkov,1, 0 ,0,0,2983,
6,A1A1201,Příbram,Žižkov,5, 2 ,2,1,6820,
6,A1A1202,Opava,Drnovice,2, 0 ,0,0,10950,
6,A1A1203,Jablonec,Olomouc,0, 0 ,0,0,3100,
6,A1A1204,Teplice,Slavia,1, 1 ,1,0,15783,
6,A1A1205,Sparta,Blšany,3, 1 ,2,0,4301,
6,A1A1206,Č.Budějovice,Liberec,0, 1 ,0,0,5358,
6,A1A1207,Brno,H. Králové,1, 2 ,0,0,2600,
6,A1A1208,Bohemians,Ostrava,0, 0 ,0,0,3952,
6,A1A1301,Ostrava,Příbram,2, 0 ,0,0,3870,
6,A1A1302,H. Králové,Bohemians,1, 2 ,1,2,5849,
6,A1A1303,Liberec,Brno,0, 1 ,0,0,3275,
6,A1A1304,Blšany,Č. Budějovice,3, 2 ,2,0,2930,
6,A1A1305,Slavia,Sparta,2, 1 ,1,0,13532,
6,A1A1306,Olomouc,Teplice,2, 2 ,1,1,5229,
6,A1A1307,Drnovice,Jablonec,3, 0 ,1,0,3225,
6,A1A1308,Žižkov,Opava,3, 2 ,2,0,3620,
6,A1A1401,Příbram,Opava,1, 0 ,1,0,5830,
6,A1A1402,Jablonec,Žižkov,3, 0 ,2,0,2910,
6,A1A1403,Teplice,Drnovice,2, 2 ,1,0,6521,
6,A1A1404,Sparta,Olomouc,6, 0 ,3,0,2926,
6,A1A1405,Č.Budějovice,Slavia,0, 1 ,0,1,8194,
6,A1A1406,Brno,Blšany,3, 0 ,2,0,6700,
6,A1A1407,Bohemians,Liberec,2, 0 ,1,0,1348,
6,A1A1408,Ostrava,H. Králové,2, 2 ,2,0,2850,
6,A1A1501,H. Králové,Příbram,1, 1 ,0,0,3673,
6,A1A1502,Liberec,Ostrava,1, 0 ,1,0,2620,
6,A1A1503,Blšany,Bohemians,1, 0 ,0,0,3900,
6,A1A1504,Slavia,Brno,3, 1 ,2,1,5240,
6,A1A1505,Olomouc,Č. Budějovice,1, 1 ,0,1,3719,
6,A1A1506,Drnovice,Sparta,0, 1 ,0,1,8198,
6,A1A1507,Žižkov,Teplice,3, 1 ,1,1,4485,
6,A1A1508,Opava,Jablonec,2, 0 ,0,0,10888,
6,A1A1601,Příbram,Jablonec,2, 1 ,2,1,5813,
6,A1A1602,Opava,Teplice,1, 1 ,0,0,10748,
6,A1A1603,Žižkov,Sparta,2, 3 ,1,1,7342,
6,A1A1604,Drnovice,Č. Budějovice,2, 0 ,1,0,3154,
6,A1A1605,Olomouc,Brno,1, 1 ,1,0,5437,
6,A1A1606,Slavia,Bohemians,2, 0 ,1,0,5219,
6,A1A1607,Blšany,Ostrava,1, 0 ,1,0,3220,
6,A1A1608,Liberec,H. Králové,1, 0 ,1,0,2510,
6,A1A1701,Liberec,Příbram,0, 0 ,0,0,2851,
6,A1A1702,H. Králové,Blšany,1, 1 ,1,0,3238,
6,A1A1703,Ostrava,Slavia,1, 3 ,0,2,5854,
6,A1A1704,Bohemians,Olomouc,1, 3 ,0,0,3487,
6,A1A1705,Brno,Drnovice,2, 3 ,1,2,10200,
6,A1A1706,Č.Budějovice,Žižkov,1, 0 ,0,0,4542,
6,A1A1707,Sparta,Opava,4, 0 ,2,0,4348,
6,A1A1708,Teplice,Jablonec,2, 0 ,0,0,6177,
6,A1A1801,Příbram,Teplice,3, 0 ,1,0,10328,
6,A1A1802,Jablonec,Sparta,0, 2 ,0,1,7690,
6,A1A1803,Opava,Č. Budějovice,3, 2 ,2,1,11881,
6,A1A1804,Žižkov,Brno,1, 0 ,1,0,4892,
6,A1A1805,Drnovice,Bohemians,3, 0 ,2,0,3125,
6,A1A1806,Olomouc,Ostrava,4, 1 ,2,0,10053,
6,A1A1807,Slavia,H. Králové,3, 0 ,0,0,6868,
6,A1A1808,Blšany,Liberec,1, 0 ,1,0,3210,
6,A1A1901,Blšany,Příbram,2, 1 ,2,0,3000,
6,A1A1902,Liberec,Slavia,0, 1 ,0,0,3415,
6,A1A1903,H. Králové,Olomouc,0, 0 ,0,0,3563,
6,A1A1904,Ostrava,Drnovice,3, 1 ,2,1,3415,
6,A1A1905,Bohemians,Žižkov,1, 0 ,1,0,2115,
6,A1A1906,Brno,Opava,1, 0 ,0,0,7220,
6,A1A1907,Č.Budějovice,Jablonec,2, 0 ,0,0,4183,
6,A1A1908,Sparta,Teplice,3, 2 ,2,0,7019,
6,A1A2001,Příbram,Sparta,1, 3 ,0,1,12562,
6,A1A2002,Teplice,Č. Budějovice,3, 0 ,1,0,4756,
6,A1A2003,Jablonec,Brno,0, 0 ,0,0,3910,
6,A1A2004,Opava,Bohemians,0, 0 ,0,0,13456,
6,A1A2005,Žižkov,Ostrava,3, 1 ,0,1,3628,
6,A1A2006,Drnovice,H. Králové,1, 0 ,1,0,4126,
6,A1A2007,Olomouc,Liberec,1, 1 ,0,1,8188,
6,A1A2008,Slavia,Blšany,2, 1 ,1,0,6407,
6,A1A2101,Slavia,Příbram,3, 1 ,1,1,6427,
6,A1A2102,Blšany,Olomouc,1, 0 ,1,0,3010,
6,A1A2103,Liberec,Drnovice,0, 0 ,0,0,2617,
6,A1A2104,H. Králové,Žižkov,0, 0 ,0,0,3428,
6,A1A2105,Ostrava,Opava,2, 2 ,1,1,3890,
6,A1A2106,Bohemians,Jablonec,2, 0 ,1,0,2925,
6,A1A2107,Brno,Teplice,2, 1 ,2,0,9300,
6,A1A2108,Č.Budějovice,Sparta,1, 4 ,1,0,8942,
6,A1A2201,Příbram,Č. Budějovice,1, 0 ,0,0,7840,
6,A1A2202,Sparta,Brno,3, 0 ,0,0,5364,
6,A1A2203,Teplice,Bohemians,2, 0 ,1,0,4720,
6,A1A2204,Jablonec,Ostrava,2, 2 ,1,1,3190,
6,A1A2205,Opava,H. Králové,0, 0 ,0,0,10366,
6,A1A2206,Žižkov,Liberec,0, 0 ,0,0,2865,
6,A1A2207,Drnovice,Blšany,2, 0 ,1,0,4497,
6,A1A2208,Olomouc,Slavia,0, 2 ,0,0,12022,
6,A1A2301,Olomouc,Příbram,1, 0 ,0,0,6152,
6,A1A2302,Slavia,Drnovice,2, 1 ,1,1,9026,
6,A1A2303,Blšany,Žižkov,0, 2 ,0,0,2820,
6,A1A2304,Liberec,Opava,1, 0 ,0,0,3127,
6,A1A2305,H. Králové,Jablonec,0, 0 ,0,0,4289,
6,A1A2306,Ostrava,Teplice,2, 2 ,0,0,4569,
6,A1A2307,Bohemians,Sparta,0, 1 ,0,0,10582,
6,A1A2308,Brno,Č. Budějovice,2, 0 ,0,0,4100,
6,A1A2401,Příbram,Brno,1, 2 ,1,0,7425,
6,A1A2402,Č.Budějovice,Bohemians,1, 2 ,0,0,4534,
6,A1A2403,Sparta,Ostrava,2, 0 ,0,0,7611,
6,A1A2404,Teplice,H. Králové,1, 1 ,1,1,7184,
6,A1A2405,Jablonec,Liberec,0, 0 ,0,0,6220,
6,A1A2406,Opava,Blšany,0, 0 ,0,0,10152,
6,A1A2407,Žižkov,Slavia,3, 1 ,1,0,4283,
6,A1A2408,Drnovice,Olomouc,1, 0 ,1,0,5126,
6,A1A2501,Drnovice,Příbram,2, 1 ,0,1,4923,
6,A1A2502,Olomouc,Žižkov,2, 0 ,1,0,5851,
6,A1A2503,Slavia,Opava,3, 1 ,1,0,7248,
6,A1A2504,Blšany,Jablonec,1, 2 ,0,1,2913,
6,A1A2505,Liberec,Teplice,2, 0 ,1,0,4176,
6,A1A2506,H. Králové,Sparta,0, 2 ,0,2,5121,
6,A1A2507,Ostrava,Č. Budějovice,1, 1 ,0,0,3583,
6,A1A2508,Bohemians,Brno,0, 0 ,0,0,3822,
6,A1A2601,Příbram,Bohemians,3, 0 ,0,0,6550,
6,A1A2602,Brno,Ostrava,2, 1 ,1,0,12600,
6,A1A2603,Č.Budějovice,H. Králové,2, 1 ,1,0,2966,
6,A1A2604,Sparta,Liberec,2, 1 ,0,0,6132,
6,A1A2605,Teplice,Blšany,0, 0 ,0,0,6763,
6,A1A2606,Jablonec,Slavia,0, 0 ,0,0,5370,
6,A1A2607,Opava,Olomouc,3, 0 ,1,0,9342,
6,A1A2608,Žižkov,Drnovice,2, 0 ,0,0,2229,
6,A1A2701,Žižkov,Příbram,1, 1 ,1,0,3325,
6,A1A2702,Drnovice,Opava,1, 1 ,0,1,3125,
6,A1A2703,Olomouc,Jablonec,0, 0 ,0,0,5635,
6,A1A2704,Slavia,Teplice,0, 1 ,0,0,7036,
6,A1A2705,Blšany,Sparta,1, 4 ,1,1,4600,
6,A1A2706,Liberec,Č. Budějovice,2, 0 ,1,0,3050,
6,A1A2707,H. Králové,Brno,1, 0 ,1,0,1958,
6,A1A2708,Ostrava,Bohemians,1, 1 ,0,0,3689,
6,A1A2801,Příbram,Ostrava,2, 0 ,0,0,5800,
6,A1A2802,Bohemians,H. Králové,1, 0 ,0,0,1593,
6,A1A2803,Brno,Liberec,3, 0 ,1,0,4700,
6,A1A2804,Č.Budějovice,Blšany,2, 2 ,0,1,2432,
6,A1A2805,Sparta,Slavia,5, 1 ,3,1,18849,
6,A1A2806,Teplice,Olomouc,2, 1 ,1,0,5482,
6,A1A2807,Jablonec,Drnovice,1, 0 ,0,0,3770,
6,A1A2808,Opava,Žižkov,0, 1 ,0,1,10869,
6,A1A2901,Opava,Příbram,0, 1 ,0,1,8833,
6,A1A2902,Žižkov,Jablonec,0, 0 ,0,0,2020,
6,A1A2903,Drnovice,Teplice,1, 1 ,0,1,3472,
6,A1A2904,Olomouc,Sparta,1, 1 ,0,0,7766,
6,A1A2905,Slavia,Č. Budějovice,4, 1 ,2,0,3240,
6,A1A2906,Blšany,Brno,1, 0 ,0,0,2910,
6,A1A2907,Liberec,Bohemians,2, 0 ,1,0,4058,
6,A1A2908,H. Králové,Ostrava,1, 3 ,1,2,1822,
6,A1A3001,Příbram,H. Králové,1, 0 ,0,0,4200,
6,A1A3002,Ostrava,Liberec,3, 0 ,2,0,2845,
6,A1A3003,Bohemians,Blšany,1, 1 ,0,1,1203,
6,A1A3004,Brno,Slavia,3, 1 ,1,0,8100,
6,A1A3005,Č.Budějovice,Olomouc,1, 2 ,0,2,2635,
6,A1A3006,Sparta,Drnovice,5, 0 ,0,0,8899,
6,A1A3007,Teplice,Žižkov,0, 0 ,0,0,5121,
6,A1A3008,Jablonec,Opava,4, 0 ,2,0,5220,
7,A1A0101,Drnovice,Blšany,1, 3 ,1,3,4126,
7,A1A0102,Synot,Slavia,1, 1 ,1,1,5600,
7,A1A0103,Plzeň,Č. Budějovice,2, 2 ,1,0,4040,
7,A1A0104,Bohemians,Jablonec,1, 1 ,0,0,2996,
7,A1A0105,Liberec,Žižkov,4, 2 ,1,2,4067,
7,A1A0106,Ostrava,Brno,2, 1 ,1,1,6591,
7,A1A0107,Sparta,Příbram,3, 0 ,1,0,9226,
7,A1A0108,Teplice,Olomouc,0, 0 ,0,0,5208,
7,A1A0201,Blšany,Olomouc,0, 0 ,0,0,2112,
7,A1A0202,Příbram,Teplice,0, 1 ,0,0,6752,
7,A1A0203,Brno,Sparta,1, 2 ,0,1,12800,
7,A1A0204,Žižkov,Ostrava,1, 2 ,1,1,3786,
7,A1A0205,Jablonec,Liberec,1, 3 ,1,1,9280,
7,A1A0206,Č.Budějovice,Bohemians,0, 1 ,0,0,6578,
7,A1A0207,Slavia,Plzeň,2, 1 ,0,1,3821,
7,A1A0208,Drnovice,Synot,0, 2 ,0,1,5199,
7,A1A0301,Synot,Blšany,1, 0 ,0,0,4159,
7,A1A0302,Plzeň,Drnovice,2, 1 ,1,0,3385,
7,A1A0303,Bohemians,Slavia,1, 1 ,1,1,8235,
7,A1A0304,Liberec,Č. Budějovice,2, 0 ,1,0,3304,
7,A1A0305,Ostrava,Jablonec,1, 1 ,1,0,5895,
7,A1A0306,Sparta,Žižkov,1, 0 ,1,0,7538,
7,A1A0307,Teplice,Brno,1, 1 ,0,0,6983,
7,A1A0308,Olomouc,Příbram,3, 2 ,1,0,5137,
7,A1A0401,Blšany,Příbram,1, 1 ,0,1,1860,
7,A1A0402,Brno,Olomouc,0, 2 ,0,1,7800,
7,A1A0403,Žižkov,Teplice,2, 1 ,0,1,3720,
7,A1A0404,Jablonec,Sparta,0, 3 ,0,1,7130,
7,A1A0405,Č.Budějovice,Ostrava,1, 0 ,1,0,3662,
7,A1A0406,Slavia,Liberec,1, 0 ,0,0,3502,
7,A1A0407,Drnovice,Bohemians,2, 1 ,1,0,3063,
7,A1A0408,Synot,Plzeň,5, 0 ,1,0,2582,
7,A1A0501,Plzeň,Blšany,1, 1 ,1,0,2986,
7,A1A0502,Bohemians,Synot,1, 1 ,1,1,3352,
7,A1A0503,Liberec,Drnovice,2, 0 ,1,0,4417,
7,A1A0504,Ostrava,Slavia,1, 3 ,1,1,3475,
7,A1A0505,Sparta,Č. Budějovice,5, 1 ,3,0,6692,
7,A1A0506,Teplice,Jablonec,2, 1 ,0,1,6123,
7,A1A0507,Olomouc,Žižkov,4, 1 ,3,0,7014,
7,A1A0508,Příbram,Brno,3, 0 ,2,0,6293,
7,A1A0601,Blšany,Brno,0, 1 ,0,0,2002,
7,A1A0602,Žižkov,Příbram,2, 1 ,1,0,3825,
7,A1A0603,Jablonec,Olomouc,2, 1 ,1,0,3660,
7,A1A0604,Č.Budějovice,Teplice,2, 2 ,0,1,3249,
7,A1A0605,Slavia,Sparta,1, 3 ,1,1,8590,
7,A1A0606,Drnovice,Ostrava,3, 0 ,2,0,3040,
7,A1A0607,Synot,Liberec,2, 2 ,1,1,3525,
7,A1A0608,Plzeň,Bohemians,1, 1 ,0,0,2875,
7,A1A0701,Bohemians,Blšany,4, 0 ,0,0,1928,
7,A1A0702,Liberec,Plzeň,2, 0 ,1,0,3671,
7,A1A0703,Ostrava,Synot,0, 0 ,0,0,2831,
7,A1A0704,Sparta,Drnovice,3, 0 ,2,0,3416,
7,A1A0705,Teplice,Slavia,2, 0 ,1,0,8721,
7,A1A0706,Olomouc,Č. Budějovice,2, 1 ,0,0,7028,
7,A1A0707,Příbram,Jablonec,1, 0 ,0,0,4025,
7,A1A0708,Brno,Žižkov,1, 2 ,0,1,7400,
7,A1A0801,Blšany,Žižkov,0, 1 ,0,0,2132,
7,A1A0802,Jablonec,Brno,2, 1 ,1,1,2310,
7,A1A0803,Č.Budějovice,Příbram,0, 0 ,0,0,3790,
7,A1A0804,Slavia,Olomouc,2, 2 ,0,2,2834,
7,A1A0805,Drnovice,Teplice,3, 1 ,1,0,3122,
7,A1A0806,Synot,Sparta,2, 1 ,0,0,6111,
7,A1A0807,Plzeň,Ostrava,1, 1 ,0,0,2363,
7,A1A0808,Bohemians,Liberec,0, 0 ,0,0,2160,
7,A1A0901,Liberec,Blšany,2, 0 ,1,0,3025,
7,A1A0902,Ostrava,Bohemians,1, 1 ,0,0,3376,
7,A1A0903,Sparta,Plzeň,5, 1 ,4,1,3471,
7,A1A0904,Teplice,Synot,2, 1 ,1,1,7233,
7,A1A0905,Olomouc,Drnovice,2, 0 ,1,0,4512,
7,A1A0906,Příbram,Slavia,2, 1 ,0,1,8730,
7,A1A0907,Brno,Č. Budějovice,3, 0 ,1,0,6700,
7,A1A0908,Žižkov,Jablonec,2, 2 ,2,2,2942,
7,A1A1001,Blšany,Jablonec,4, 0 ,2,0,2170,
7,A1A1002,Č.Budějovice,Žižkov,2, 2 ,2,1,2106,
7,A1A1003,Slavia,Brno,2, 1 ,1,0,3405,
7,A1A1004,Drnovice,Příbram,0, 1 ,0,1,3070,
7,A1A1005,Synot,Olomouc,3, 1 ,0,1,5000,
7,A1A1006,Plzeň,Teplice,0, 2 ,0,1,2509,
7,A1A1007,Bohemians,Sparta,4, 2 ,2,2,7812,
7,A1A1008,Liberec,Ostrava,3, 0 ,0,0,4012,
7,A1A1101,Ostrava,Blšany,1, 1 ,0,1,2854,
7,A1A1102,Sparta,Liberec,4, 1 ,2,1,6635,
7,A1A1103,Teplice,Bohemians,3, 0 ,1,0,9235,
7,A1A1104,Olomouc,Plzeň,4, 0 ,2,0,5992,
7,A1A1105,Příbram,Synot,4, 1 ,1,0,6130,
7,A1A1106,Brno,Drnovice,0, 0 ,0,0,11300,
7,A1A1107,Žižkov,Slavia,1, 2 ,1,2,2739,
7,A1A1108,Jablonec,Č. Budějovice,1, 1 ,1,0,3430,
7,A1A1201,Blšany,Č. Budějovice,3, 1 ,1,0,2238,
7,A1A1202,Slavia,Jablonec,0, 0 ,0,0,3185,
7,A1A1203,Drnovice,Žižkov,2, 2 ,2,1,2765,
7,A1A1204,Synot,Brno,2, 1 ,0,0,4156,
7,A1A1205,Plzeň,Příbram,1, 1 ,1,1,2483,
7,A1A1206,Bohemians,Olomouc,2, 2 ,1,1,1250,
7,A1A1207,Liberec,Teplice,0, 3 ,0,0,3414,
7,A1A1208,Ostrava,Sparta,1, 5 ,0,2,6538,
7,A1A1301,Sparta,Blšany,1, 0 ,0,0,3288,
7,A1A1302,Teplice,Ostrava,4, 0 ,1,0,7402,
7,A1A1303,Olomouc,Liberec,1, 1 ,0,1,8230,
7,A1A1304,Příbram,Bohemians,3, 0 ,3,0,5200,
7,A1A1305,Brno,Plzeň,1, 0 ,0,0,6400,
7,A1A1306,Žižkov,Synot,3, 1 ,2,0,3825,
7,A1A1307,Jablonec,Drnovice,0, 0 ,0,0,3060,
7,A1A1308,Č.Budějovice,Slavia,3, 2 ,3,1,7076,
7,A1A1401,Blšany,Slavia,2, 1 ,0,0,3948,
7,A1A1402,Drnovice,Č. Budějovice,2, 0 ,1,0,3156,
7,A1A1403,Synot,Jablonec,1, 1 ,0,0,4750,
7,A1A1404,Plzeň,Žižkov,0, 0 ,0,0,2078,
7,A1A1405,Bohemians,Brno,2, 0 ,0,0,2141,
7,A1A1406,Liberec,Příbram,1, 3 ,0,1,3413,
7,A1A1407,Ostrava,Olomouc,1, 1 ,1,0,1833,
7,A1A1408,Sparta,Teplice,2, 1 ,1,0,6665,
7,A1A1501,Teplice,Blšany,3, 1 ,0,0,9162,
7,A1A1502,Olomouc,Sparta,0, 1 ,0,0,12106,
7,A1A1503,Příbram,Ostrava,1, 3 ,1,2,4752,
7,A1A1504,Brno,Liberec,3, 1 ,0,0,7200,
7,A1A1505,Žižkov,Bohemians,2, 1 ,2,1,7029,
7,A1A1506,Jablonec,Plzeň,2, 0 ,1,0,3210,
7,A1A1507,Č.Budějovice,Synot,1, 1 ,1,0,3711,
7,A1A1508,Slavia,Drnovice,0, 0 ,0,0,2720,
7,A1A1601,Blšany,Drnovice,0, 0 ,0,0,1917,
7,A1A1602,Slavia,Synot,0, 0 ,0,0,3120,
7,A1A1603,Č.Budějovice,Plzeň,4, 3 ,2,0,3977,
7,A1A1604,Jablonec,Bohemians,1, 0 ,0,0,3640,
7,A1A1605,Žižkov,Liberec,2, 0 ,1,0,3531,
7,A1A1606,Brno,Ostrava,1, 0 ,0,0,5800,
7,A1A1607,Příbram,Sparta,1, 1 ,1,1,7000,
7,A1A1608,Olomouc,Teplice,3, 1 ,2,1,7335,
7,A1A1701,Olomouc,Blšany,3, 0 ,3,0,7827,
7,A1A1702,Teplice,Příbram,1, 2 ,0,1,5357,
7,A1A1703,Sparta,Brno,1, 0 ,1,0,8139,
7,A1A1704,Ostrava,Žižkov,2, 2 ,1,1,3500,
7,A1A1705,Liberec,Jablonec,3, 1 ,1,1,4605,
7,A1A1706,Bohemians,Č. Budějovice,4, 3 ,0,2,2800,
7,A1A1707,Plzeň,Slavia,1, 3 ,0,2,6856,
7,A1A1708,Synot,Drnovice,1, 2 ,1,0,4750,
7,A1A1801,Příbram,Blšany,3, 0 ,0,0,5280,
7,A1A1802,Olomouc,Brno,3, 0 ,1,0,8532,
7,A1A1803,Teplice,Žižkov,1, 2 ,0,2,4723,
7,A1A1804,Sparta,Jablonec,2, 0 ,2,0,5383,
7,A1A1805,Ostrava,Č. Budějovice,2, 0 ,0,0,1588,
7,A1A1806,Liberec,Slavia,1, 1 ,0,1,3450,
7,A1A1807,Bohemians,Drnovice,0, 3 ,0,2,3200,
7,A1A1808,Plzeň,Synot,1, 0 ,1,0,2086,
7,A1A1901,Blšany,Plzeň,2, 1 ,0,1,2721,
7,A1A1902,Synot,Bohemians,0, 0 ,0,0,3962,
7,A1A1903,Drnovice,Liberec,2, 1 ,0,1,3962,
7,A1A1904,Slavia,Ostrava,0, 0 ,0,0,3341,
7,A1A1905,Č.Budějovice,Sparta,1, 4 ,1,1,4783,
7,A1A1906,Jablonec,Teplice,1, 0 ,1,0,3690,
7,A1A1907,Žižkov,Olomouc,2, 2 ,1,1,6652,
7,A1A1908,Brno,Příbram,0, 0 ,0,0,7800,
7,A1A2001,Brno,Blšany,0, 0 ,0,0,7100,
7,A1A2002,Příbram,Žižkov,2, 1 ,2,1,8225,
7,A1A2003,Olomouc,Jablonec,1, 0 ,0,0,9042,
7,A1A2004,Teplice,Č. Budějovice,4, 1 ,1,1,5723,
7,A1A2005,Sparta,Slavia,4, 4 ,2,0,16350,
7,A1A2006,Ostrava,Drnovice,2, 0 ,2,0,4447,
7,A1A2007,Liberec,Synot,2, 1 ,0,0,3109,
7,A1A2008,Bohemians,Plzeň,3, 1 ,1,0,2460,
7,A1A2101,Blšany,Bohemians,0, 0 ,0,0,3105,
7,A1A2102,Plzeň,Liberec,1, 0 ,1,0,2291,
7,A1A2103,Synot,Ostrava,2, 1 ,2,0,3828,
7,A1A2104,Drnovice,Sparta,1, 1 ,1,1,7052,
7,A1A2105,Slavia,Teplice,3, 0 ,1,0,2151,
7,A1A2106,Č.Budějovice,Olomouc,3, 1 ,2,1,4166,
7,A1A2107,Jablonec,Příbram,2, 1 ,0,0,3580,
7,A1A2108,Žižkov,Brno,1, 1 ,1,1,4823,
7,A1A2201,Blšany,Synot,2, 2 ,0,2,2095,
7,A1A2202,Drnovice,Plzeň,3, 1 ,1,0,2363,
7,A1A2203,Slavia,Bohemians,1, 0 ,0,0,3584,
7,A1A2204,Č.Budějovice,Liberec,0, 0 ,0,0,4217,
7,A1A2205,Jablonec,Ostrava,2, 1 ,1,0,3530,
7,A1A2206,Žižkov,Sparta,2, 1 ,1,0,7238,
7,A1A2207,Brno,Teplice,2, 0 ,1,0,4100,
7,A1A2208,Příbram,Olomouc,0, 0 ,0,0,7928,
7,A1A2301,Žižkov,Blšany,1, 0 ,1,0,1923,
7,A1A2302,Brno,Jablonec,1, 0 ,1,0,5400,
7,A1A2303,Příbram,Č. Budějovice,1, 0 ,1,0,3015,
7,A1A2304,Olomouc,Slavia,1, 5 ,0,1,10147,
7,A1A2305,Teplice,Drnovice,0, 1 ,0,1,4980,
7,A1A2306,Sparta,Synot,2, 0 ,0,0,3331,
7,A1A2307,Ostrava,Plzeň,3, 0 ,2,0,3223,
7,A1A2308,Liberec,Bohemians,3, 0 ,2,0,2989,
7,A1A2401,Blšany,Liberec,1, 0 ,0,0,2130,
7,A1A2402,Bohemians,Ostrava,2, 0 ,0,0,1892,
7,A1A2403,Plzeň,Sparta,2, 3 ,2,1,6854,
7,A1A2404,Synot,Teplice,0, 1 ,0,0,2800,
7,A1A2405,Drnovice,Olomouc,1, 2 ,0,2,4669,
7,A1A2406,Slavia,Příbram,0, 0 ,0,0,1920,
7,A1A2407,Č.Budějovice,Brno,2, 1 ,1,1,4065,
7,A1A2408,Jablonec,Žižkov,0, 0 ,0,0,2730,
7,A1A2501,Jablonec,Blšany,0, 2 ,0,1,3390,
7,A1A2502,Žižkov,Č. Budějovice,2, 0 ,1,0,2329,
7,A1A2503,Brno,Slavia,0, 2 ,0,0,9400,
7,A1A2504,Příbram,Drnovice,1, 1 ,0,0,3225,
7,A1A2505,Olomouc,Synot,3, 2 ,2,1,7653,
7,A1A2506,Teplice,Plzeň,5, 1 ,2,0,4735,
7,A1A2507,Sparta,Bohemians,1, 0 ,0,0,9150,
7,A1A2508,Ostrava,Liberec,0, 1 ,0,1,2550,
7,A1A2601,Blšany,Ostrava,3, 0 ,1,0,2450,
7,A1A2602,Liberec,Sparta,1, 1 ,1,0,6179,
7,A1A2603,Bohemians,Teplice,2, 1 ,0,0,2450,
7,A1A2604,Plzeň,Olomouc,1, 1 ,1,0,1985,
7,A1A2605,Synot,Příbram,0, 1 ,0,1,2157,
7,A1A2606,Drnovice,Brno,2, 2 ,1,1,5628,
7,A1A2607,Slavia,Žižkov,1, 0 ,1,0,3071,
7,A1A2608,Č.Budějovice,Jablonec,2, 1 ,0,0,4008,
7,A1A2701,Č.Budějovice,Blšany,1, 1 ,0,1,5054,
7,A1A2702,Jablonec,Slavia,1, 2 ,0,1,4110,
7,A1A2703,Žižkov,Drnovice,3, 1 ,2,0,1827,
7,A1A2704,Brno,Synot,0, 2 ,0,0,6700,
7,A1A2705,Příbram,Plzeň,3, 1 ,1,1,6280,
7,A1A2706,Olomouc,Bohemians,1, 0 ,0,0,8120,
7,A1A2707,Teplice,Liberec,0, 0 ,0,0,5218,
7,A1A2708,Sparta,Ostrava,4, 1 ,2,0,2087,
7,A1A2801,Blšany,Sparta,2, 2 ,2,1,3011,
7,A1A2802,Ostrava,Teplice,2, 0 ,0,0,3857,
7,A1A2803,Liberec,Olomouc,2, 0 ,1,0,3405,
7,A1A2804,Bohemians,Příbram,1, 0 ,1,0,2300,
7,A1A2805,Plzeň,Brno,1, 1 ,1,1,1562,
7,A1A2806,Synot,Žižkov,1, 1 ,0,0,2657,
7,A1A2807,Drnovice,Jablonec,2, 1 ,0,0,2166,
7,A1A2808,Slavia,Č. Budějovice,1, 0 ,1,0,3587,
7,A1A2901,Slavia,Blšany,2, 3 ,1,2,1862,
7,A1A2902,Č.Budějovice,Drnovice,0, 1 ,0,1,2504,
7,A1A2903,Jablonec,Synot,1, 0 ,1,0,2580,
7,A1A2904,Žižkov,Plzeň,3, 3 ,0,0,457,
7,A1A2905,Brno,Bohemians,0, 0 ,0,0,3100,
7,A1A2906,Příbram,Liberec,1, 1 ,0,0,2250,
7,A1A2907,Olomouc,Ostrava,0, 0 ,0,0,7099,
7,A1A2908,Teplice,Sparta,2, 3 ,0,1,7652,
7,A1A3001,Blšany,Teplice,3, 1 ,2,0,1754,
7,A1A3002,Sparta,Olomouc,0, 1 ,0,0,2974,
7,A1A3003,Ostrava,Příbram,0, 1 ,0,1,5227,
7,A1A3004,Liberec,Brno,0, 0 ,0,0,4560,
7,A1A3005,Bohemians,Žižkov,1, 0 ,0,0,1536,
7,A1A3006,Plzeň,Jablonec,2, 1 ,1,1,1742,
7,A1A3007,Synot,Č. Budějovice,2, 0 ,1,0,1831,
7,A1A3008,Drnovice,Slavia,1, 2 ,0,1,4505,
8,A1A0101,Jablonec,H. Králové,5, 1 ,1,0,3510,
8,A1A0102,Slavia,Drnovice,4, 3 ,2,1,4290,
8,A1A0103,Ostrava,Žižkov,2, 1 ,1,1,7762,
8,A1A0104,Teplice,Olomouc,0, 1 ,0,1,8325,
